id,text
audio/common_voice_da_34906856.wav,ni
audio/common_voice_da_27780518.wav,ni
audio/common_voice_da_27780519.wav,fire
audio/common_voice_da_27780520.wav,tree
audio/common_voice_da_27780522.wav,en
audio/common_voice_da_27780524.wav,syv
audio/common_voice_da_30516120.wav,fire
audio/common_voice_da_30516121.wav,en
audio/common_voice_da_30516122.wav,nul
audio/common_voice_da_30516123.wav,syv
audio/common_voice_da_30516124.wav,nej
audio/common_voice_da_29681796.wav,fire
audio/common_voice_da_29681797.wav,seks
audio/common_voice_da_29681798.wav,otte
audio/common_voice_da_29681799.wav,fem
audio/common_voice_da_29681800.wav,nul
audio/common_voice_da_28544622.wav,otte
audio/common_voice_da_28544623.wav,to
audio/common_voice_da_28544624.wav,fem
audio/common_voice_da_28544625.wav,nul
audio/common_voice_da_28544626.wav,fire
audio/common_voice_da_28495830.wav,nej
audio/common_voice_da_28495831.wav,to
audio/common_voice_da_28495832.wav,ni
audio/common_voice_da_28495833.wav,ja
audio/common_voice_da_28495834.wav,nul
audio/common_voice_da_29403028.wav,nul
audio/common_voice_da_29403029.wav,otte
audio/common_voice_da_29403030.wav,nej
audio/common_voice_da_29403031.wav,to
audio/common_voice_da_29403032.wav,ja
audio/common_voice_da_33948946.wav,nul
audio/common_voice_da_33948948.wav,fem
audio/common_voice_da_33948949.wav,syv
audio/common_voice_da_33948950.wav,seks
audio/common_voice_da_33948951.wav,nej
audio/common_voice_da_31177213.wav,seks
audio/common_voice_da_31177214.wav,syv
audio/common_voice_da_31177216.wav,fire
audio/common_voice_da_31177217.wav,ja
audio/common_voice_da_31177218.wav,otte
audio/common_voice_da_30656567.wav,to
audio/common_voice_da_30656568.wav,seks
audio/common_voice_da_30656569.wav,nul
audio/common_voice_da_30656570.wav,ni
audio/common_voice_da_30656571.wav,ja
audio/common_voice_da_37055308.wav,nul
audio/common_voice_da_37055309.wav,seks
audio/common_voice_da_37055311.wav,syv
audio/common_voice_da_37055310.wav,otte
audio/common_voice_da_37055307.wav,en
audio/common_voice_da_32522363.wav,ja
audio/common_voice_da_32522365.wav,otte
audio/common_voice_da_32522367.wav,to
audio/common_voice_da_32522368.wav,nul
audio/common_voice_da_32522370.wav,ni
audio/common_voice_da_29315325.wav,nul
audio/common_voice_da_29315326.wav,seks
audio/common_voice_da_29315327.wav,nej
audio/common_voice_da_29315329.wav,ni
audio/common_voice_da_29315330.wav,ja
audio/common_voice_da_27947150.wav,en
audio/common_voice_da_27947151.wav,seks
audio/common_voice_da_27947152.wav,to
audio/common_voice_da_27947153.wav,nej
audio/common_voice_da_27947154.wav,nul
audio/common_voice_da_29402988.wav,nul
audio/common_voice_da_29402989.wav,syv
audio/common_voice_da_29402990.wav,fem
audio/common_voice_da_29402991.wav,fire
audio/common_voice_da_29402992.wav,ni
audio/common_voice_da_29436555.wav,syv
audio/common_voice_da_29436558.wav,to
audio/common_voice_da_29436559.wav,nul
audio/common_voice_da_29436560.wav,fire
audio/common_voice_da_29436562.wav,ni
audio/common_voice_da_32176134.wav,syv
audio/common_voice_da_32176135.wav,seks
audio/common_voice_da_32176136.wav,fire
audio/common_voice_da_32176137.wav,otte
audio/common_voice_da_32176138.wav,ja
audio/common_voice_da_30134957.wav,nej
audio/common_voice_da_30134960.wav,fire
audio/common_voice_da_30134962.wav,otte
audio/common_voice_da_30134963.wav,ja
audio/common_voice_da_30134965.wav,seks
audio/common_voice_da_30639058.wav,tree
audio/common_voice_da_30639059.wav,otte
audio/common_voice_da_30639060.wav,fem
audio/common_voice_da_30639061.wav,ja
audio/common_voice_da_30639062.wav,syv
audio/common_voice_da_28466047.wav,nej
audio/common_voice_da_28466048.wav,nul
audio/common_voice_da_28466049.wav,ja
audio/common_voice_da_28466050.wav,to
audio/common_voice_da_28466051.wav,seks
audio/common_voice_da_28797215.wav,otte
audio/common_voice_da_28797217.wav,ja
audio/common_voice_da_28797218.wav,fem
audio/common_voice_da_28797219.wav,ni
audio/common_voice_da_28797221.wav,nej
audio/common_voice_da_27788336.wav,to
audio/common_voice_da_27788337.wav,ni
audio/common_voice_da_27788338.wav,seks
audio/common_voice_da_27788339.wav,syv
audio/common_voice_da_27788340.wav,fem
audio/common_voice_da_29309905.wav,nej
audio/common_voice_da_29309906.wav,seks
audio/common_voice_da_29309907.wav,syv
audio/common_voice_da_29309908.wav,ni
audio/common_voice_da_29309909.wav,to
audio/common_voice_da_29302397.wav,ni
audio/common_voice_da_29302398.wav,nul
audio/common_voice_da_29302399.wav,fire
audio/common_voice_da_29302400.wav,tree
audio/common_voice_da_29302402.wav,en
audio/common_voice_da_28759082.wav,to
audio/common_voice_da_28759084.wav,tree
audio/common_voice_da_28759086.wav,fem
audio/common_voice_da_28759088.wav,syv
audio/common_voice_da_28759089.wav,nej
audio/common_voice_da_28544897.wav,syv
audio/common_voice_da_28544898.wav,ja
audio/common_voice_da_28544899.wav,ni
audio/common_voice_da_28544900.wav,fem
audio/common_voice_da_28544901.wav,otte
audio/common_voice_da_36877841.wav,en
audio/common_voice_da_36877842.wav,to
audio/common_voice_da_36877845.wav,fire
audio/common_voice_da_36877844.wav,otte
audio/common_voice_da_36877846.wav,fem
audio/common_voice_da_34847984.wav,syv
audio/common_voice_da_34847990.wav,ni
audio/common_voice_da_34847993.wav,to
audio/common_voice_da_34847995.wav,otte
audio/common_voice_da_34847997.wav,en
audio/common_voice_da_28545915.wav,nej
audio/common_voice_da_28545917.wav,syv
audio/common_voice_da_28545918.wav,otte
audio/common_voice_da_28545920.wav,ja
audio/common_voice_da_28545921.wav,to
audio/common_voice_da_29203607.wav,nul
audio/common_voice_da_29203609.wav,otte
audio/common_voice_da_29203611.wav,fire
audio/common_voice_da_29203613.wav,tree
audio/common_voice_da_29203616.wav,en
audio/common_voice_da_32531143.wav,ni
audio/common_voice_da_32531144.wav,nej
audio/common_voice_da_32531145.wav,fem
audio/common_voice_da_32531146.wav,tree
audio/common_voice_da_32531147.wav,otte
audio/common_voice_da_28501531.wav,fire
audio/common_voice_da_28501532.wav,ja
audio/common_voice_da_28501533.wav,syv
audio/common_voice_da_28501534.wav,nul
audio/common_voice_da_28501535.wav,to
audio/common_voice_da_31167665.wav,seks
audio/common_voice_da_31167666.wav,fire
audio/common_voice_da_31167667.wav,tree
audio/common_voice_da_31167668.wav,syv
audio/common_voice_da_31167669.wav,fem
audio/common_voice_da_29384748.wav,fem
audio/common_voice_da_29384749.wav,ja
audio/common_voice_da_29384750.wav,seks
audio/common_voice_da_29384751.wav,fire
audio/common_voice_da_29384752.wav,nul
audio/common_voice_da_28339449.wav,to
audio/common_voice_da_28339450.wav,fem
audio/common_voice_da_28339451.wav,fire
audio/common_voice_da_28339452.wav,en
audio/common_voice_da_28339453.wav,ni
audio/common_voice_da_28746069.wav,syv
audio/common_voice_da_28746070.wav,otte
audio/common_voice_da_28746071.wav,en
audio/common_voice_da_28746073.wav,nul
audio/common_voice_da_28746089.wav,fire
audio/common_voice_da_28746090.wav,to
audio/common_voice_da_28746091.wav,seks
audio/common_voice_da_34400019.wav,fem
audio/common_voice_da_34400020.wav,to
audio/common_voice_da_34400021.wav,nej
audio/common_voice_da_34400022.wav,ja
audio/common_voice_da_34400023.wav,en
audio/common_voice_da_34400054.wav,fire
audio/common_voice_da_34400055.wav,seks
audio/common_voice_da_34400057.wav,otte
audio/common_voice_da_29158095.wav,fire
audio/common_voice_da_29158098.wav,fem
audio/common_voice_da_29158099.wav,ni
audio/common_voice_da_29158100.wav,syv
audio/common_voice_da_29158508.wav,nul
audio/common_voice_da_29158509.wav,otte
audio/common_voice_da_29158511.wav,seks
audio/common_voice_da_29158512.wav,to
audio/common_voice_da_29315739.wav,fem
audio/common_voice_da_29315740.wav,syv
audio/common_voice_da_29315741.wav,en
audio/common_voice_da_29315742.wav,seks
audio/common_voice_da_29315777.wav,nul
audio/common_voice_da_29315779.wav,fire
audio/common_voice_da_29315780.wav,nej
audio/common_voice_da_29315781.wav,ni
audio/common_voice_da_28915039.wav,en
audio/common_voice_da_28915040.wav,fem
audio/common_voice_da_28915043.wav,otte
audio/common_voice_da_28915045.wav,nej
audio/common_voice_da_28915048.wav,fire
audio/common_voice_da_28915051.wav,seks
audio/common_voice_da_28915057.wav,tree
audio/common_voice_da_28915061.wav,ni
audio/common_voice_da_28809124.wav,otte
audio/common_voice_da_28809125.wav,fem
audio/common_voice_da_28809126.wav,tree
audio/common_voice_da_28809127.wav,fire
audio/common_voice_da_28809132.wav,nej
audio/common_voice_da_28809133.wav,to
audio/common_voice_da_28809135.wav,seks
audio/common_voice_da_28809136.wav,en
audio/common_voice_da_28809137.wav,ni
audio/common_voice_da_28544817.wav,ni
audio/common_voice_da_28544818.wav,seks
audio/common_voice_da_28544820.wav,otte
audio/common_voice_da_28544821.wav,en
audio/common_voice_da_28544882.wav,ja
audio/common_voice_da_28544884.wav,syv
audio/common_voice_da_28544886.wav,to
audio/common_voice_da_28544887.wav,nej
audio/common_voice_da_28544889.wav,fem
audio/common_voice_da_31187178.wav,fire
audio/common_voice_da_31187179.wav,syv
audio/common_voice_da_31187180.wav,en
audio/common_voice_da_31187181.wav,nej
audio/common_voice_da_31187182.wav,ja
audio/common_voice_da_31187198.wav,seks
audio/common_voice_da_31187199.wav,to
audio/common_voice_da_31187200.wav,ni
audio/common_voice_da_31187202.wav,fem
audio/common_voice_da_28803317.wav,en
audio/common_voice_da_28803319.wav,seks
audio/common_voice_da_28803321.wav,syv
audio/common_voice_da_28803337.wav,ni
audio/common_voice_da_28803338.wav,to
audio/common_voice_da_28803340.wav,nul
audio/common_voice_da_28803342.wav,nej
audio/common_voice_da_28803345.wav,ja
audio/common_voice_da_28803348.wav,fem
audio/common_voice_da_30316347.wav,otte
audio/common_voice_da_30316348.wav,to
audio/common_voice_da_30316349.wav,fire
audio/common_voice_da_30316350.wav,nul
audio/common_voice_da_30316417.wav,syv
audio/common_voice_da_30316418.wav,nej
audio/common_voice_da_30316419.wav,ni
audio/common_voice_da_30316420.wav,fem
audio/common_voice_da_30316421.wav,seks
audio/common_voice_da_27786135.wav,fire
audio/common_voice_da_27786136.wav,en
audio/common_voice_da_27786137.wav,otte
audio/common_voice_da_27786138.wav,tree
audio/common_voice_da_27786159.wav,nej
audio/common_voice_da_27786160.wav,fem
audio/common_voice_da_27786161.wav,nul
audio/common_voice_da_27786162.wav,ja
audio/common_voice_da_27786163.wav,to
audio/common_voice_da_29402993.wav,nej
audio/common_voice_da_29402994.wav,otte
audio/common_voice_da_29402995.wav,ja
audio/common_voice_da_29402996.wav,fem
audio/common_voice_da_29402997.wav,nul
audio/common_voice_da_29461076.wav,seks
audio/common_voice_da_29461078.wav,fire
audio/common_voice_da_29461079.wav,tree
audio/common_voice_da_29461081.wav,syv
audio/common_voice_da_31721936.wav,ni
audio/common_voice_da_31721937.wav,nul
audio/common_voice_da_31721938.wav,syv
audio/common_voice_da_31721939.wav,fem
audio/common_voice_da_31721940.wav,otte
audio/common_voice_da_31721952.wav,to
audio/common_voice_da_31721954.wav,nej
audio/common_voice_da_31721955.wav,ja
audio/common_voice_da_31721956.wav,seks
audio/common_voice_da_28837433.wav,tree
audio/common_voice_da_28837441.wav,syv
audio/common_voice_da_28837444.wav,to
audio/common_voice_da_28837454.wav,ni
audio/common_voice_da_28837455.wav,ja
audio/common_voice_da_28837456.wav,otte
audio/common_voice_da_28837457.wav,fem
audio/common_voice_da_28837458.wav,fire
audio/common_voice_da_28837459.wav,nul
audio/common_voice_da_34465061.wav,seks
audio/common_voice_da_34465062.wav,fem
audio/common_voice_da_34465063.wav,otte
audio/common_voice_da_34465064.wav,ja
audio/common_voice_da_34465065.wav,nej
audio/common_voice_da_34465101.wav,ni
audio/common_voice_da_34465102.wav,nul
audio/common_voice_da_34465104.wav,en
audio/common_voice_da_34465106.wav,fire
audio/common_voice_da_32646768.wav,nul
audio/common_voice_da_32646769.wav,to
audio/common_voice_da_32646770.wav,fire
audio/common_voice_da_32646771.wav,otte
audio/common_voice_da_32646772.wav,Det var et bryllup
audio/common_voice_da_32646909.wav,Roserne blomstrede den sommer så mageløst.
audio/common_voice_da_32646910.wav,det er et rart sprog.
audio/common_voice_da_32646912.wav,"jeg troede ingen af dem, mindst Uglen."
audio/common_voice_da_32646913.wav,Jorden lå dybt nede
audio/common_voice_da_31170067.wav,to
audio/common_voice_da_31170069.wav,fire
audio/common_voice_da_31170070.wav,fem
audio/common_voice_da_31170071.wav,en
audio/common_voice_da_31170072.wav,ni
audio/common_voice_da_31170108.wav,nej
audio/common_voice_da_31170109.wav,ja
audio/common_voice_da_31170110.wav,otte
audio/common_voice_da_31170111.wav,nul
audio/common_voice_da_31170112.wav,syv
audio/common_voice_da_29382259.wav,fire
audio/common_voice_da_29382260.wav,fem
audio/common_voice_da_29382261.wav,to
audio/common_voice_da_29382262.wav,otte
audio/common_voice_da_29382264.wav,nul
audio/common_voice_da_29382325.wav,ni
audio/common_voice_da_29382326.wav,seks
audio/common_voice_da_29382327.wav,nej
audio/common_voice_da_29382329.wav,syv
audio/common_voice_da_29382330.wav,tree
audio/common_voice_da_32178451.wav,fem
audio/common_voice_da_32178452.wav,syv
audio/common_voice_da_32178453.wav,to
audio/common_voice_da_32178454.wav,otte
audio/common_voice_da_32178455.wav,ja
audio/common_voice_da_32178491.wav,seks
audio/common_voice_da_32178492.wav,nej
audio/common_voice_da_32178493.wav,en
audio/common_voice_da_32178494.wav,fire
audio/common_voice_da_32178495.wav,ni
audio/common_voice_da_30729382.wav,tree
audio/common_voice_da_30729383.wav,ja
audio/common_voice_da_30729384.wav,nul
audio/common_voice_da_30729385.wav,fire
audio/common_voice_da_30729386.wav,syv
audio/common_voice_da_30729387.wav,to
audio/common_voice_da_30729388.wav,seks
audio/common_voice_da_30729389.wav,fem
audio/common_voice_da_30729390.wav,otte
audio/common_voice_da_30729391.wav,nej
audio/common_voice_da_29720482.wav,seks
audio/common_voice_da_29720483.wav,nej
audio/common_voice_da_29720485.wav,syv
audio/common_voice_da_29720486.wav,en
audio/common_voice_da_29720488.wav,to
audio/common_voice_da_29720586.wav,nul
audio/common_voice_da_29720587.wav,fem
audio/common_voice_da_29720588.wav,ja
audio/common_voice_da_29720589.wav,fire
audio/common_voice_da_29720590.wav,otte
audio/common_voice_da_28540363.wav,fire
audio/common_voice_da_28540364.wav,nul
audio/common_voice_da_28540365.wav,seks
audio/common_voice_da_28540366.wav,otte
audio/common_voice_da_28540367.wav,syv
audio/common_voice_da_28540368.wav,to
audio/common_voice_da_28540369.wav,ni
audio/common_voice_da_28540370.wav,fem
audio/common_voice_da_28540371.wav,ja
audio/common_voice_da_28540372.wav,nej
audio/common_voice_da_32327374.wav,fire
audio/common_voice_da_32327375.wav,nej
audio/common_voice_da_32327376.wav,ja
audio/common_voice_da_32327377.wav,nul
audio/common_voice_da_32327378.wav,tree
audio/common_voice_da_32327379.wav,to
audio/common_voice_da_32327380.wav,fem
audio/common_voice_da_32327381.wav,ni
audio/common_voice_da_32327382.wav,seks
audio/common_voice_da_32327383.wav,syv
audio/common_voice_da_32808962.wav,nul
audio/common_voice_da_32808963.wav,en
audio/common_voice_da_32808964.wav,ja
audio/common_voice_da_32808965.wav,syv
audio/common_voice_da_32808967.wav,to
audio/common_voice_da_32808972.wav,nej
audio/common_voice_da_32808973.wav,fem
audio/common_voice_da_32808974.wav,ni
audio/common_voice_da_32808975.wav,tree
audio/common_voice_da_32808976.wav,seks
audio/common_voice_da_31190174.wav,seks
audio/common_voice_da_31190176.wav,nej
audio/common_voice_da_31190177.wav,nul
audio/common_voice_da_31190178.wav,en
audio/common_voice_da_31190180.wav,ja
audio/common_voice_da_31190214.wav,fire
audio/common_voice_da_31190215.wav,ni
audio/common_voice_da_31190216.wav,to
audio/common_voice_da_31190217.wav,otte
audio/common_voice_da_31190218.wav,syv
audio/common_voice_da_28802852.wav,seks
audio/common_voice_da_28802855.wav,to
audio/common_voice_da_28802857.wav,fem
audio/common_voice_da_28802860.wav,en
audio/common_voice_da_28802864.wav,fire
audio/common_voice_da_28802867.wav,otte
audio/common_voice_da_28802871.wav,nul
audio/common_voice_da_28802877.wav,ni
audio/common_voice_da_28802882.wav,nej
audio/common_voice_da_28802885.wav,syv
audio/common_voice_da_29045082.wav,ni
audio/common_voice_da_29045083.wav,otte
audio/common_voice_da_29045084.wav,ja
audio/common_voice_da_29045085.wav,syv
audio/common_voice_da_29045086.wav,en
audio/common_voice_da_29045126.wav,to
audio/common_voice_da_29045127.wav,fem
audio/common_voice_da_29045128.wav,tree
audio/common_voice_da_29045129.wav,seks
audio/common_voice_da_29045130.wav,nul
audio/common_voice_da_28830325.wav,nul
audio/common_voice_da_28830327.wav,ni
audio/common_voice_da_28830328.wav,syv
audio/common_voice_da_28830329.wav,tree
audio/common_voice_da_28830330.wav,fire
audio/common_voice_da_29382831.wav,nej
audio/common_voice_da_29382833.wav,to
audio/common_voice_da_29382834.wav,fem
audio/common_voice_da_29382835.wav,otte
audio/common_voice_da_29382836.wav,ja
audio/common_voice_da_28631429.wav,ni
audio/common_voice_da_28631430.wav,nul
audio/common_voice_da_28631431.wav,ja
audio/common_voice_da_28631432.wav,en
audio/common_voice_da_28631433.wav,fem
audio/common_voice_da_28631606.wav,seks
audio/common_voice_da_28631608.wav,syv
audio/common_voice_da_28631610.wav,otte
audio/common_voice_da_28631611.wav,to
audio/common_voice_da_28631613.wav,tree
audio/common_voice_da_27729854.wav,otte
audio/common_voice_da_27729855.wav,fem
audio/common_voice_da_27729856.wav,syv
audio/common_voice_da_27729857.wav,to
audio/common_voice_da_27729858.wav,nul
audio/common_voice_da_27729880.wav,tree
audio/common_voice_da_27729881.wav,ni
audio/common_voice_da_27729882.wav,ja
audio/common_voice_da_27729883.wav,seks
audio/common_voice_da_27729884.wav,en
audio/common_voice_da_36834422.wav,fire
audio/common_voice_da_36834421.wav,nej
audio/common_voice_da_36834419.wav,ni
audio/common_voice_da_36834420.wav,otte
audio/common_voice_da_36908698.wav,syv
audio/common_voice_da_36908699.wav,en
audio/common_voice_da_36908701.wav,seks
audio/common_voice_da_36908702.wav,to
audio/common_voice_da_36908703.wav,ja
audio/common_voice_da_36908704.wav,fem
audio/common_voice_da_31176510.wav,nul
audio/common_voice_da_31176511.wav,seks
audio/common_voice_da_31176512.wav,nej
audio/common_voice_da_31176513.wav,fem
audio/common_voice_da_31176514.wav,en
audio/common_voice_da_31176534.wav,syv
audio/common_voice_da_31176536.wav,ni
audio/common_voice_da_31176537.wav,otte
audio/common_voice_da_31176538.wav,ja
audio/common_voice_da_31176539.wav,fire
audio/common_voice_da_31176548.wav,to
audio/common_voice_da_27754005.wav,ja
audio/common_voice_da_27754006.wav,ni
audio/common_voice_da_27754007.wav,seks
audio/common_voice_da_27754008.wav,fem
audio/common_voice_da_27754009.wav,syv
audio/common_voice_da_27754016.wav,en
audio/common_voice_da_27754017.wav,to
audio/common_voice_da_27754018.wav,nul
audio/common_voice_da_27754055.wav,otte
audio/common_voice_da_27754056.wav,Ingen ønsker en hæmningsløs subventionskonkurrence i Europa.
audio/common_voice_da_27754057.wav,Hun fornægter mig jo
audio/common_voice_da_37055395.wav,to
audio/common_voice_da_37055399.wav,ni
audio/common_voice_da_37055397.wav,nej
audio/common_voice_da_37055400.wav,ja
audio/common_voice_da_37055398.wav,fem
audio/common_voice_da_37055416.wav,fire
audio/common_voice_da_37139123.wav,en
audio/common_voice_da_37139124.wav,seks
audio/common_voice_da_37139125.wav,otte
audio/common_voice_da_37139126.wav,nul
audio/common_voice_da_37139127.wav,syv
audio/common_voice_da_36713416.wav,ni
audio/common_voice_da_36713415.wav,to
audio/common_voice_da_36713417.wav,otte
audio/common_voice_da_36713422.wav,ja
audio/common_voice_da_36713424.wav,nul
audio/common_voice_da_36713425.wav,seks
audio/common_voice_da_36713427.wav,en
audio/common_voice_da_36713432.wav,nej
audio/common_voice_da_36713433.wav,fem
audio/common_voice_da_36713434.wav,fire
audio/common_voice_da_36713435.wav,syv
audio/common_voice_da_31228083.wav,seks
audio/common_voice_da_31228085.wav,ja
audio/common_voice_da_31228091.wav,nul
audio/common_voice_da_31228092.wav,fire
audio/common_voice_da_31228093.wav,syv
audio/common_voice_da_31228094.wav,en
audio/common_voice_da_31228095.wav,to
audio/common_voice_da_31228116.wav,tree
audio/common_voice_da_31228117.wav,nej
audio/common_voice_da_31228119.wav,lader dem komme til mig!
audio/common_voice_da_31228123.wav,Den og dens Slægt mægter aldrig meer at hæve sig.
