id,text
common_voice_da_31402716,Hvorfor græder du? her er jo så velsignet!
common_voice_da_31402717,"plejes og passes skulle hun og ingen var nærmere til det, end Karen."
common_voice_da_31402718,"Han var også en sommergæk, en digtergæk"
common_voice_da_31402744,Og hun rørte i det samme ved hendes hånd med nælden
common_voice_da_31402745,"Oh, det ville blive et skrækkeligt vejr"
common_voice_da_31402746,stille vandrede vi over fjeldet.
common_voice_da_31402747,mangen nat stod jeg op og så om fløjen drejede sig.
common_voice_da_31402748,de ældre folk kom besindige bag efter.
common_voice_da_31756252,"Skal jeg nu sige Dem Anretningerne, de vare meget godt satte sammen!"
common_voice_da_31756253,"de gik langs stakittet, den unge frue så ud over det."
common_voice_da_31756255,"nogle bleve saadanne eenlige, gamle Karle, med egne Tanker og egne Vaner."
common_voice_da_31756258,"Det var en kulde og en sne, men i teatret skulle moster."
common_voice_da_31756266,"Ikke sandt, du gamle grantræ?"
common_voice_da_31756267,Det er nogle dejlige tynde ben i har
common_voice_da_31756268,"en gammel kvægvogter boede på gården, det var det hele mandskab."
common_voice_da_31756269,Hvem har jeg den ære at tale med spurgte den lærde
common_voice_da_31756270,Jeg får nok flere koner og børn end du
common_voice_da_31756275,Ord kan ikke udsige det.
common_voice_da_31756277,de er de dejligste ællinger jeg har set!
common_voice_da_31756279,Men som man dog kan le af!
common_voice_da_31756280,Alt på sin rette plads
common_voice_da_31756281,Det var her engang.
common_voice_da_31756287,Min by er ligesom en flaske
common_voice_da_31756288,Hver af de vise mænd fra Østerland!
common_voice_da_31756289,– Det er ligesom om jeg havde set det ansigt før!
common_voice_da_31756291,"De skal altid afsted, ud af landet, naar det her begynder at fryse"
common_voice_da_31756293,sagde den gamle mand.
common_voice_da_31756297,Men noget alt for lidt
common_voice_da_31756299,"Storken tager uden vrag den første, han ser."
common_voice_da_31756301,"Vi gjorde det, og hun skrev"
common_voice_da_31756302,Men johannes var konge over hele riget
common_voice_da_31756304,Nu går jeg lige op i solen
common_voice_da_31756329,"Men den lille blå blomst ved vandet, den skulle også med"
common_voice_da_31756331,Huset har hun ladet os beholde til arvepart!
common_voice_da_31756333,i én time kan man leve et helt menneskeliv!
common_voice_da_31756335,"Ja, den ved jeg ikke, sagde han, og ingen ved den"
common_voice_da_31756350,han er en kongesøn!
common_voice_da_31756352,Sneemanden eventyret eventyr af hans christian andersen h
common_voice_da_31756354,Jeg har haft så frygtelig mange kærester!
common_voice_da_31756355,den tænkte ikke på mig.
common_voice_da_31756356,ham vil vi ikke tåle!
common_voice_da_31756362,Her er ingen der kan det uden loppen!
common_voice_da_31756363,"Ja, roserne dernede i vandet ville jeg også kysse"
common_voice_da_31756364,"Ikke stødte den mod noget klippestykke, ikke blev den slugt af nogen haj"
common_voice_da_31756366,Det har studenten skrevet!
common_voice_da_31756383,men nu har han vist glemt dig for prinsessen!
common_voice_da_31756385,"det var sneen, hun mente, men hun kunne jo ikke forklare det tydeligere."
common_voice_da_31756387,"Men, leve er ikke nok"
common_voice_da_31756388,"Vær så god, hr"
common_voice_da_31756390,"jeg hørte så tit om den smukke, sælsomme skik."
common_voice_da_31756407,Han kan klinkes endnu
common_voice_da_31756408,Der er ild og is indeni mig og luften er så tung
common_voice_da_31756409,Jeg er nær ved at sejle!
common_voice_da_31756410,"Kan du huske den døde mand, de onde mennesker ville gøre fortræd"
common_voice_da_31756411,"det tænkte slet ikke på, hvor mange øjne, der søgte det."
common_voice_da_31756412,"Ja, hvor var gutterne."
common_voice_da_31756413,De mene paa den maade
common_voice_da_31756414,Skønjomfru stod i ægtestands glorie
common_voice_da_31756415,"jeg tror han får gode kræfter, han slår sig nok igennem!"
common_voice_da_31756416,De må ikke tale til mig!
common_voice_da_31756417,Nu hørtes igen en råben.
common_voice_da_31756418,"Stemmer fugl føniksi paradisets have, under kundskabstræet, stod en rosenhæk"
common_voice_da_31756419,Jeg bliver vist plantet ind i haven!
common_voice_da_31756420,han gik op i røg og røgelse.
common_voice_da_31756421,Vandet har i vor tid ganske forunderlige kræfter.
common_voice_da_31756422,Hele landet kom sammen for at se den store kanon.
common_voice_da_31756423,vi kom til købstaden og tog ind på gæstgiverstedet.
common_voice_da_31756424,Kameldriveren kom med sine belæssede kameler og sine sorte slaver
common_voice_da_31756425,men det kalder man ikke at drikke!
common_voice_da_31756426,Og så gik ole lukøje og tog paraplyen med
common_voice_da_31756430,Verdens dejligste rose Eventyr
common_voice_da_31756431,Den anden skal brændes!
common_voice_da_31756433,Han sad med en klinket spølkum foran sig.
common_voice_da_31756435,"han blev tonernes mester, hvert land kan nu tænke."
common_voice_da_31756436,Vægge og loft i den store dansesal var af tykt men klart glas
common_voice_da_31756447,Og harniskerne raslede og silkekjolerne raslede
common_voice_da_31756448,"indenfor lød salmesang, de bar en kiste ud, som var pyntet med blomster."
common_voice_da_31756449,Tre af dem gik altså ikke med
common_voice_da_31756450,"Men man blev dog her, suul og mjød er en god ting"
common_voice_da_31756451,"Jeg gad vide hvad det var, som forskrækkede ænderne!"
common_voice_da_31756467,"Ja når sommeren var ude, så skulle brylluppet stå med tommelise"
common_voice_da_31756468,"Da var det, jeg fødte min velsignede dreng, som her sover."
common_voice_da_31756469,Den kender jeg godt
common_voice_da_31756470,"Det andet Eventyr kjendes endnu ikke, maaskee fordi det er næsten indenlandsk."
common_voice_da_31756471,Det er rigtignok hårdt!
common_voice_da_31756491,"Taarer havde han ikke, Smerte ikke heller."
common_voice_da_31756492,Det må være ynkeligt at blive født til en lille fugl
common_voice_da_31756494,"Moder, jeg har været i de varme lande!"
common_voice_da_31756495,Det gjør ikke noget
common_voice_da_31756496,"Ingen kender opfindelsen og så tror de, det er et luftsyn."
common_voice_da_31756497,Da vinkede feen og råbte så kærligt følg mig!
common_voice_da_31756498,Her har træet stået!
common_voice_da_31756499,"Da skød svanerne nedad, så hastigt at hun troede at falde"
common_voice_da_31756500,"Frøhovedet gav et Qvæk, som om et Barn brister i Graad."
common_voice_da_31756501,Og så lagde den sig
common_voice_da_31756502,Selv må hjertet lide og prøve hvad det skal synge ud
common_voice_da_31756503,Hvad den første lille Muus havde seet og lært paa Reisen.
common_voice_da_31756504,Det er en dejlig alder
common_voice_da_31756505,"sagde uglefader, det er ikke noget for børnene!"
common_voice_da_31756506,jeg kan ikke taale at være i Spænding!
common_voice_da_31756517,Jeg vil dele mig imellem dem
common_voice_da_31756518,"Er man en digter, saa kan man koge suppe paa en pølsepind"
common_voice_da_31756519,Her hviler en frøken af god familie.
common_voice_da_31756520,"Han går stærkere til end vinden, han bringer aldrig tilbage hvad han tog"
common_voice_da_31756521,"Jeg er blevet så meget legeme, jeg har ordentlig fået kød og klæder"
common_voice_da_31756527,"Hun gav et forfærdeligt skrig, da hun saae mig saa nær"
common_voice_da_31756528,Men hvor er portnøglen!
common_voice_da_31756529,"Den uhyre slange, som omspændte jorden i havdybet, rystede i krampetrækninger"
common_voice_da_31756530,"Og den gamle mand, som fortalte alt dette, rystede vemodig med hovedet"
common_voice_da_31756531,"Gør fornuftige spørgsmål når i spørger, sagde moderen"
common_voice_da_31756532,"det er nok med betydning, den er lagt her."
common_voice_da_31756533,Jeg sover og drømmer
common_voice_da_31756534,"Skønt op i de tres, det er også en dejlig alder, så velsignet"
common_voice_da_31756535,Men dog takker vi vor gud for den
common_voice_da_31756536,"Før dag stod han op, kyssede os alle til afsked og drog bort"
common_voice_da_31756537,De bad ham blive.
common_voice_da_31756538,»Det er en Feiltagelse!
common_voice_da_31756539,Lad os blive ved at være interessante for os selv
common_voice_da_31756540,"Det har jeg ikke, sagde svinehyrden, der sad på grøften, lo og sang."
common_voice_da_31756547,"De, som en lærd mand, ved vistnok hvor underlig naturen er"
common_voice_da_31756548,"Den var kommet hjem til sit land, den fik velkomsthilsen"
common_voice_da_31756552,Du er nok ikke klarhovedet!
common_voice_da_31756553,"således mødtes første gang vi to, Aphtanides og jeg."
common_voice_da_31756562,"Lad mig se det æg, der ikke vil revne!"
common_voice_da_31756563,Nu kom den hellige Julefest.
common_voice_da_31756564,Hør de søde små fugle deroppe!
common_voice_da_31756565,Molly var slet ikke i hans Tanke.
common_voice_da_31756566,Hvad har du der spurgte bondemanden
common_voice_da_31756572,og så fløj mutter.
common_voice_da_31756573,Og dog er Glænøs dage talte.
common_voice_da_31756574,Den unge kunstner var i disse dage - død
common_voice_da_31756575,Men hvad er dog det for noget
common_voice_da_31756576,Hvor hvor kurrede duerne
common_voice_da_31756582,Og hun holdt sig op til plankeværket
common_voice_da_31756583,"Gik med bulet hat, bar hals og lange, løse hår."
common_voice_da_31756584,"Enten ser jeg fata morgana, som man kalder det, eller jeg er fuld"
common_voice_da_31756586,Vinhandlerne skal holde så meget af kometår.
common_voice_da_31756597,Nu er bedstemoder død
common_voice_da_31756598,Det er ikke rimeligt andet
common_voice_da_31756599,Hun var en dejlig udvokset pige.
common_voice_da_31756600,her er min hånd!
common_voice_da_31756601,"Hvad stødte, hvad sprang, hvad greb i skuden den dreiede sig om"
common_voice_da_31756624,Nu holdt kareten stille.
common_voice_da_31756627,"sagde dronningen, et, som er dybsindigt og belærende!"
common_voice_da_31756630,"De mørke, alvorlige bjerge lå alle med sne."
common_voice_da_31756632,"Du har fundet i jorden det bedste, du kunne finde"
common_voice_da_31756647,Det kender jeg ikke i din tro og dine gerninger.
common_voice_da_31756648,"sagde madammen, og det svedne tager jeg fra dig med et lille kys."
common_voice_da_31756649,"Som et vildt dyr fór en op af søvne, udstødende et fælt skrig."
common_voice_da_31756650,"Tror du ikke, at han kommer nu!"
common_voice_da_31756651,Året efter stod Rasmus til konfirmation.
common_voice_da_31756662,"Vægge og gulv, der var af porcelæn, skinnede ved mange tusinde guldlamper"
common_voice_da_31756663,"Natlampen brændte henne på bordet, og hendes fader og moder sov"
common_voice_da_31756664,"Ensomt var der ved stranden, men hun følte det ikke"
common_voice_da_31756665,Højere og højere fløj ørnene op ad
common_voice_da_31756666,Nu har jeg lidt nok for de røde sko!
common_voice_da_31756691,det er ikke meget.
common_voice_da_31756693,Nu får vi vejrskifte
common_voice_da_31756694,Hvorledes får vi dig med vi har hverken skib eller båd
common_voice_da_31756696,Jeg har så meget jeg kan spilde af det!
common_voice_da_31756702,"De ser at det er en følelse, det er ikke stolthed"
common_voice_da_31756703,Det kan gerne være!
common_voice_da_31756704,Deres Kongelige Højhed må være betydelig i bedring!
common_voice_da_31756705,Nu tør jeg tale
common_voice_da_31756706,"sorte, vælige Heste vrinskede i Stalden."
common_voice_da_31756722,"Det er altre, der er rejst for dig"
common_voice_da_31756724,"ingen søgte derfor til skrædderens hus, uden Johanne, træskomandens datter."
common_voice_da_31756725,"sagde en af konfirmanderne, og lagde sig ned og hørte efter."
common_voice_da_31756726,Dokumentationen er gyldig i tre måneder fra udstedelsen.
common_voice_da_31756733,"Han lod mig løbe paa sin Haand og Arm, heelt op i Ærmet."
common_voice_da_31756734,vil De med? Jeg gad nok have en rejsekammerat!
common_voice_da_31756735,venligt og godt så der ud og stuegulvet var blankt som et spækbræt.
common_voice_da_31756736,Det er den dumme fantasi
common_voice_da_31756737,Stemmer sommerfuglensommerfuglen ville have sig en kæreste
common_voice_da_31756738,han måtte ikke høre den tale.
common_voice_da_31756739,"Jo, nattergalen gjorde rigtignok lykke"
common_voice_da_31756740,"Hede luftbølger gik gennem kornet, der mere og mere gulnede"
common_voice_da_31756742,'Husmoderens pligter' er det bedste stykke.
common_voice_da_31756743,Vi bringer det videst
common_voice_da_31756744,Nu gik der igjen et halvt aars tid
common_voice_da_31756745,Venusbjerget skinnede nøgent graaligt frem i Dalen.
common_voice_da_31756746,Det fik han fordi han beholdt reden
common_voice_da_31756752,"den kunne have stået længere, skulle ikke huset have været bygget om."
common_voice_da_31756753,Ærens tornevej eventyret eventyr af hans christian andersen h
common_voice_da_31756754,"Dybt inde i italien var han, mellem florens og rom"
common_voice_da_31756755,han mærkede ikke mere til kulden rundt om.
common_voice_da_31756756,og ingensteds er dunene så bløde
common_voice_da_31756772,"- dog Hovedet bøiede sig træt, Lemmerne trængte til Hvile, - hun sov."
common_voice_da_31756773,Den gamle kirkeklokke eventyret eventyr af hans christian andersen h
common_voice_da_31756774,"Gå efter det, måske kan du kende dit barns"
common_voice_da_31756775,han knebrede og storkemor knebrede.
common_voice_da_31756776,stormen tog voldsomt til.
common_voice_da_31756787,Det allerbedste for dig
common_voice_da_31756788,Det troede han dengang
common_voice_da_31756789,Det var en stor bedrøvelse!
common_voice_da_31756790,"Nå, hvor han spilede øjnene op"
common_voice_da_31756791,"sagde hun, det tænkte jeg nok!"
common_voice_da_31756801,Kan du finde det ud?
common_voice_da_31756803,For hende gik det i opfyldelse
common_voice_da_31756804,Jeg kan ikke holde det ud
common_voice_da_31756805,Tak du gud for ham
common_voice_da_31756806,"sagde moderen, jeg troede, du havde været i Paradisets have."
common_voice_da_31762476,Nu var det springet om at gøre.
common_voice_da_31762477,"jeg gav det livligere, det mundtlige foredrag har friskere ordlyd end det skrevne."
common_voice_da_31762478,hvor den ser simpel ud!
common_voice_da_31762479,"Kom du med, min gamle ven!"
common_voice_da_31762491,Hvor han skyndte sig
common_voice_da_31762492,"Ja, nu vil jeg bede dig at lade være"
common_voice_da_31762493,"Og Gerda kyssede hans kinder, og de blev blomstrende."
common_voice_da_31762494,Han havde en lille ransel på ryggen!
common_voice_da_31762495,Så var de i landet hvor kongedatteren regerede når hun var hjemme.
common_voice_da_31762506,"jeg ville ønske, hun kunne gøre den om igen!"
common_voice_da_31762507,Nu gik der en lang tid
common_voice_da_31762508,Saa lang og døsende tom var tiden
common_voice_da_31762510,"Det er nogle raske drenge, hun har!"
common_voice_da_31762512,Der var altid haarde Ord i Barnemunde mod hende.
common_voice_da_31762525,"Herregud, det har jeg i mange tider ikke tænkt på"
common_voice_da_31762526,Men margrethe svarede slet ikke
common_voice_da_31762527,"Hold på dig selv, hold fast på Gud"
common_voice_da_31762528,"da sagde også kragen farvel, og det var den tungeste afsked."
common_voice_da_31762529,Således gik det mig også med anastasia
common_voice_da_31762530,"musik, musik, den store kinesiske tromme!"
common_voice_da_31762531,Mange år er gået siden.
common_voice_da_31762532,"han lurede, ved du, og var netop kommet idet der læstes overskriften."
common_voice_da_31762533,Ved din tunge hænger deres liv
common_voice_da_31762534,Og hun spurgte os
common_voice_da_31762545,og hun spurgte os.
common_voice_da_31762546,Slamkisten er et lyst pragtgemak mod mosekonens bryggeri
common_voice_da_31762547,Du kan jo ikke tale
common_voice_da_31762549,"det var for flasken, som om den levede det om igen!"
common_voice_da_31762572,"Og hun gik om broen, hvor drengen stod, og trådte op på land"
common_voice_da_31762574,de tre Reise-Muus stode i Række og alene.
common_voice_da_31762576,"Det knager nok i jer, i små"
common_voice_da_31762577,Tepotten eventyret eventyr af hans christian andersen h
common_voice_da_31762579,"Og saa blev Prindsen ansat, som keiserlig Svinedreng."
common_voice_da_31762580,Der hænger så mange billeder
common_voice_da_31762581,"Først mig selv, så kunsten!"
common_voice_da_31762587,"Og så fløj de, for der kom mennesker i stuen"
common_voice_da_31762588,"Så snart købmandssønnen igen med sin kuffert kom ned i skoven, tænkte han"
common_voice_da_31762589,Da rejste sig en storm.
common_voice_da_31762595,Den skulde være deres vandrestav
common_voice_da_31762596,Bonden løftede låget lidt og kiggede ind under det
common_voice_da_31762597,Og den lille jødepige blev taget ud af de kristnes skole
common_voice_da_31762598,"Ja så gå, men bliv ikke borte!"
common_voice_da_31762599,Alt bør man kende!
common_voice_da_31762605,"Jeg er genert, så let man en kan krænke"
common_voice_da_31762606,sagde troldgubben og så klinkede han med øjnene.
common_voice_da_31762608,"Den så også på den unge styrmand, der sad ved siden af hende"
common_voice_da_31762609,Deres kongelige højhed må være betydelig i bedring
common_voice_da_31762615,Rige folk tænker nu ikke så vidt om!
common_voice_da_31762616,"En lang, hvid kjortel hang løst og let omkring hendes smukke lemmer"
common_voice_da_31762617,Ja knirke gjorde de!
common_voice_da_31762618,"Mit hjertes blomst har jeg med, saaledes har det løst sig"
common_voice_da_31762619,« sagde han til Storkemoder.
common_voice_da_31762625,"Ja, men koen byttede jeg igen bort for et får"
common_voice_da_31762626,Det var en svær suppe
common_voice_da_31762627,Det var papegøjen fra fugleskydningen i præstø
common_voice_da_31762628,Og det er jo også meget godt!
common_voice_da_31762629,han måtte le og hun fik sin vilje.
common_voice_da_31767484,det snurrer og surrer!
common_voice_da_31767485,Nu kan du have det saa godt
common_voice_da_31767486,Da blinkede Storkefader med Øinene.
common_voice_da_31767487,og slottet svarer igen med kanoner.
common_voice_da_31767488,"Stormene kommer, skyerne løfter sig, ryster svanedun."
common_voice_da_31767666,Det var rigtignok en have for en prinsesseher kan du se
common_voice_da_31767667,"Men drengene blev ved at synge, og de pegede fingre af storkene"
common_voice_da_31767668,Nu kom Paradisets fe.
common_voice_da_31767669,"Nå, hvem er hun, morlille? Vil hun også ind her!"
common_voice_da_31767670,"Nej, jeg kan ikke tænke det, skønt du siger det"
common_voice_da_31860844,"Jeg kan myrde det om jeg vil, og dig med, Gianina!"
common_voice_da_31860845,Hun bliver en god husmoder!
common_voice_da_31860846,"Det var guld, hjertets guld i det velsignede kys."
common_voice_da_31860847,Han trådte hen mod kongeskikkelsen og spurgte
common_voice_da_31860848,Her skal du se en lille mus
common_voice_da_31860889,Ja vil du give mig den prægtige guldsabel!
common_voice_da_31860890,Hvad gæld er her at snakke om!
common_voice_da_31860891,"høje tårne knejsede på kongeborgen, og lysene skinnede langt ud igennem vinduerne."
common_voice_da_31860892,"Tag dig i agt for spanden, den kvaser dig."
common_voice_da_31860893,Her er ikke mere syn af gammel tid.
common_voice_da_32121102,Den og dens slægt mægter aldrig meer at hæve sig
common_voice_da_32121103,Så gik det på fangst!
common_voice_da_32121105,Jeg har strengt opfyldt alle bud
common_voice_da_32121106,Nissen hos spækhøkeren eventyret eventyr af hans christian andersen h
common_voice_da_32149926,De bliver dårlig ved det
common_voice_da_32149931,Det er et dejligt barn
common_voice_da_32149933,"Da jog dyret af sted med ham, af sted gennem den åbne forsal"
common_voice_da_32149934,sangen bar den ikke ud over landene og ind i menneskenes hjerter.
common_voice_da_32149935,"som de, vor barndoms uskyld hvilte på!"
common_voice_da_32149950,Jeg må for min fader!
common_voice_da_32149951,Christine kom hjem på heden og Ib blev i det lille skovhus.
common_voice_da_32149953,"Dette vil være nok, som indledning"
common_voice_da_32149954,Han kan klinkes endnu!
common_voice_da_32149955,"Naa, der blev en Fornøielse!"
common_voice_da_32149970,Derud kom velstående familier fra byen og drak deres aftente.
common_voice_da_32149971,og de andre børn jublede med.
common_voice_da_32149972,"Og trolden, som intet navn havde, så igennem forstørrelsesglasset"
common_voice_da_32149974,"De så ud, som om alle nationers flag vajede i luften"
common_voice_da_32149978,"Nej, i stykker fryser de ikke"
common_voice_da_32165021,"Lampen var gaaet ud, han mærkede det ikke"
common_voice_da_32165022,- Nu kender du min dømmekraft!
common_voice_da_32165023,frit kan jeg selv lave alle mine stykker sammen.
common_voice_da_32165024,Det gætter han ikke
common_voice_da_32165025,Plankeværket mellem gårdene blæste ned så det gav et stærkt rabalder
common_voice_da_32165214,Og vi gentog vort ja
common_voice_da_32165215,De ved det ikke
common_voice_da_32165216,– I er her dog vel alle sammen!
common_voice_da_32165217,"En dag kom en stor pakke til kejseren, udenpå stod skrevet."
common_voice_da_32165233,Konen tænkte ikke på hvor meget hun gemte
common_voice_da_32165234,Nu går vi på rejse!
common_voice_da_32165235,– der var rigtig nok velsignet ovre i det gamle hus.
common_voice_da_32165236,"Guld på munden, guld i grunden, guld deroppe i morgenstunden!"
common_voice_da_32165238,"Holder al denne verdens dejlighed op, når du dør?"
common_voice_da_32170276,Bliv ved lille nattergal!
common_voice_da_32170277,"Der stod hun nu og græd, svinedrengen skjændte og regnen skyllede ned"
common_voice_da_32170278,med de lukkede øjne!
common_voice_da_32170279,"Det hele her er bitte småt,en vrange har hver side"
common_voice_da_32170280,– Se storkene komme i flokke og gå i afstand efter ploven.
common_voice_da_32170281,Det havde man aldrig forud tænkt sig.
common_voice_da_32170282,"hjemmet er bedst, selv i kælderen!"
common_voice_da_32170283,"ser De ikke, at jeg er tøjret!"
common_voice_da_32170284,"Det var Østenvinden, han var klædt som en kineser."
common_voice_da_32170285,Slægtninge og tyende stode om ham
common_voice_da_32401266,På slottet var der ordentligt pudset op!
common_voice_da_32401267,Jo gærdestavene de vidste rigtig nok god besked med deressnip snap snurrebasselurre
common_voice_da_32401268,Der lugter så yndigt deroppe!
common_voice_da_32401269,"da de var allerflest, blev et par af dem kede af farten."
common_voice_da_32401270,Så skulle kunstfuglen synge alene.
common_voice_da_33500176,"Jeg er gammel hedning, romerne og grækerne kaldte mig drømmeguden"
common_voice_da_33500178,Lad først de tolv komme vel ind
common_voice_da_33500180,Det gjorde godt at komme i land.
common_voice_da_33500183,"Hun veed jo ikke, hvad hun gjør"
common_voice_da_33500186,Der laae de nu og vendte opad!
common_voice_da_33500390,Men han må ikke komme mig for nær
common_voice_da_33500392,for Ib var der i nødden kun den sorte muld.
common_voice_da_33500393,"Jeg håber, du falder i havet!"
common_voice_da_33500394,Det kan jeg godt lide!
common_voice_da_33500395,"Ja det var da poetnaturen, der fik mig over i det lille dyr"
common_voice_da_33545838,Der skal vi ind igennem!
common_voice_da_33545840,Det er en slem ting med din moder
common_voice_da_33545843,"Hør, hvor kneveren går på dem!"
common_voice_da_33545845,Du er foræret bort!
common_voice_da_33545848,Hun har villet varme sig
common_voice_da_33805213,"Gulvtæppet var tykt og blødt, som et mos."
common_voice_da_33805214,"Før dag stod han op, kyssede os alle til afsked og drog bort."
common_voice_da_33805215,Og hun gav hende sit smukke hår og fik den gamles snehvide igen.
common_voice_da_33805216,"Og så døde han, det var også noget"
common_voice_da_33805217,"Næste dag fik han støvler at gå med, og klæder som var pæne"
common_voice_da_33805224,Der var ikke et menneske at se på gaden.
common_voice_da_33805225,"jeg skal synge om ondt og godt, der rundt om dig holdes skjult!"
common_voice_da_33805226,Det var rigtige prinser
common_voice_da_33805227,Og så var hun den gamle kone igen
common_voice_da_33805228,Den Rose og den Nattergal skulde Prindsessen have.
common_voice_da_33805229,Slægt havde hun dog.
common_voice_da_33805230,"Hvorfor fik jeg dette særegne, der gør mig til den lykkeligste?"
common_voice_da_33805231,"Den så stilk ved stilk, den så også opad!"
common_voice_da_33805232,vaskekonen måtte holde imod.
common_voice_da_33805233,Lad ikke mit barn blive en kristen
